,Unnamed: 0,created_at,full_text,Label,tokenize text,stop removal text,stemmed_text,Unnamed: 0.1
10,10,Mon Sep 30 01:09:21 +0000 2024,ngadi amat idolalu bang ngocehnya ikn sukses luar biasa malah dongeng,0.0,"['ngadi', 'amat', 'idolalu', 'bang', 'ngocehnya', 'ikn', 'sukses', 'luar', 'biasa', 'malah', 'dongeng']","['ngadi', 'idolalu', 'bang', 'ngocehnya', 'ikn', 'sukses', 'luar', 'biasa', 'malah', 'dongeng']",ngadi idolalu bang ngocehnya ikn sukses luar biasa malah dongeng,
11,11,Wed Jul 31 23:52:23 +0000 2024,apa kamu urus daerah khusus ibukota pikir itu untuk rakyat se indonesia ukt tapera asuransi kendaran ikn akan mangkrak prabowo cuma kasih jatah tahun kok bukan t ya kesal kali lihat tingkah laku siap siap nelan batu,0.0,"['apa', 'kamu', 'urus', 'daerah', 'khusus', 'ibukota', 'pikir', 'itu', 'untuk', 'rakyat', 'se', 'indonesia', 'ukt', 'tapera', 'asuransi', 'kendaran', 'ikn', 'akan', 'mangkrak', 'prabowo', 'cuma', 'kasih', 'jatah', 'tahun', 'kok', 'bukan', 't', 'ya', 'kesal', 'kali', 'lihat', 'tingkah', 'laku', 'siap', 'siap', 'nelan', 'batu']","['apa', 'kamu', 'urus', 'daerah', 'khusus', 'ibukota', 'pikir', 'untuk', 'rakyat', 'se', 'indonesia', 'ukt', 'tapera', 'asuransi', 'kendaran', 'ikn', 'mangkrak', 'prabowo', 'cuma', 'kasih', 'jatah', 'tahun', 'kok', 'bukan', 't', 'kesal', 'kali', 'lihat', 'tingkah', 'laku', 'siap', 'siap', 'nelan', 'batu']",apa kamu urus daerah khusus ibukota pikir untuk rakyat se indonesia ukt tapera asuransi kendaran ikn mangkrak prabowo cuma kasih jatah tahun kok bukan t kesal kali lihat tingkah laku siap siap nan batu,
12,12,Thu Apr 25 04:32:15 +0000 2024,tinggal nungu ledakan bom waktu di konoha akibat joker pinokio hutang luar negeri lebih ribu triliun korupsi ribuan triliun harga pada naik penganguran dan kemiskinan meningkat rupiah hancur pajak naik ikn hampir mangkrak badan usaha milik negara pada bangkrut moralamp hukum hancur dan seterusnya,0.0,"['tinggal', 'nungu', 'ledakan', 'bom', 'waktu', 'di', 'konoha', 'akibat', 'joker', 'pinokio', 'hutang', 'luar', 'negeri', 'lebih', 'ribu', 'triliun', 'korupsi', 'ribuan', 'triliun', 'harga', 'pada', 'naik', 'penganguran', 'dan', 'kemiskinan', 'meningkat', 'rupiah', 'hancur', 'pajak', 'naik', 'ikn', 'hampir', 'mangkrak', 'badan', 'usaha', 'milik', 'negara', 'pada', 'bangkrut', 'moralamp', 'hukum', 'hancur', 'dan', 'seterusnya']","['tinggal', 'nungu', 'ledakan', 'bom', 'waktu', 'konoha', 'akibat', 'joker', 'pinokio', 'hutang', 'luar', 'negeri', 'lebih', 'ribu', 'triliun', 'korupsi', 'ribuan', 'triliun', 'harga', 'naik', 'penganguran', 'kemiskinan', 'meningkat', 'rupiah', 'hancur', 'pajak', 'naik', 'ikn', 'hampir', 'mangkrak', 'badan', 'usaha', 'milik', 'negara', 'bangkrut', 'moralamp', 'hukum', 'hancur', 'seterusnya']",tinggal nungu ledak bom waktu konoha akibat joker pinokio hutang luar negeri lebih ribu triliun korupsi ribu triliun harga naik penganguran miskin tingkat rupiah hancur pajak naik ikn hampir mangkrak badan usaha milik negara bangkrut moralamp hukum hancur terus,
13,13,Wed Jan 31 05:00:54 +0000 2024,ikn tidak akan mangkrak sendiri cuma bukan dari prioritas jadi dananya diangarkan untuk kesejahteran rakyat ceunah,0.0,"['ikn', 'tidak', 'akan', 'mangkrak', 'sendiri', 'cuma', 'bukan', 'dari', 'prioritas', 'jadi', 'dananya', 'diangarkan', 'untuk', 'kesejahteran', 'rakyat', 'ceunah']","['ikn', 'akan', 'mangkrak', 'sendiri', 'cuma', 'bukan', 'prioritas', 'jadi', 'dananya', 'diangarkan', 'kesejahteran', 'rakyat', 'ceunah']",ikn akan mangkrak sendiri cuma bukan prioritas jadi dana diangarkan kesejahteran rakyat ceunah,
14,14,Thu Mar 28 21:53:12 +0000 2024,ini lah gara gara ingin periode dan jangan sampai ikn mangkrak di konci semua lini,0.0,"['ini', 'lah', 'gara', 'gara', 'ingin', 'periode', 'dan', 'jangan', 'sampai', 'ikn', 'mangkrak', 'di', 'konci', 'semua', 'lini']","['lah', 'gara', 'gara', 'periode', 'jangan', 'ikn', 'mangkrak', 'konci', 'semua', 'lini']",lah gara gara periode jangan ikn mangkrak konci semua lini,
15,15,Fri Mar 29 13:54:42 +0000 2024,kubu partai kebangkitan bangsa dan partai keadilan sejahtera dan anies gagal total menolak ikn kamu dkj sah jakarta bukan lagi ibu kota,0.0,"['kubu', 'partai', 'kebangkitan', 'bangsa', 'dan', 'partai', 'keadilan', 'sejahtera', 'dan', 'anies', 'gagal', 'total', 'menolak', 'ikn', 'kamu', 'dkj', 'sah', 'jakarta', 'bukan', 'lagi', 'ibu', 'kota']","['kubu', 'partai', 'kebangkitan', 'bangsa', 'partai', 'keadilan', 'sejahtera', 'anies', 'gagal', 'total', 'menolak', 'ikn', 'kamu', 'dkj', 'sah', 'jakarta', 'bukan', 'ibu', 'kota']",kubu partai bangkit bangsa partai adil sejahtera anies gagal total tolak ikn kamu dkj sah jakarta bukan ibu kota,
16,16,Tue Feb 27 23:07:08 +0000 2024,nawacita nawacita mungkin ide brilian jokowi itu cuma menambah hutang guna membangun proyek kereta cepat dan ikn dalam tugas pokok nya mengentaskan kemiskinan dan mencerdaskan kehidupan bangsa dia gagal total,0.0,"['nawacita', 'nawacita', 'mungkin', 'ide', 'brilian', 'jokowi', 'itu', 'cuma', 'menambah', 'hutang', 'guna', 'membangun', 'proyek', 'kereta', 'cepat', 'dan', 'ikn', 'dalam', 'tugas', 'pokok', 'nya', 'mengentaskan', 'kemiskinan', 'dan', 'mencerdaskan', 'kehidupan', 'bangsa', 'dia', 'gagal', 'total']","['nawacita', 'nawacita', 'mungkin', 'ide', 'brilian', 'jokowi', 'cuma', 'menambah', 'hutang', 'membangun', 'proyek', 'kereta', 'cepat', 'ikn', 'tugas', 'pokok', 'nya', 'mengentaskan', 'kemiskinan', 'mencerdaskan', 'kehidupan', 'bangsa', 'gagal', 'total']",nawacita nawacita mungkin ide brilian jokowi cuma tambah hutang bangun proyek kereta cepat ikn tugas pokok nya entas miskin cerdas hidup bangsa gagal total,
17,17,Wed Feb 28 05:57:51 +0000 2024,alhamdulillah gue golput a ikn itu cuma pusat pemerintahan bisnis tetapi di jakarta b jakarta padat bro sekarang saja sudah juta jiwa penurunan permukan daratan lama tengelem tar ujung nya pemerintah gagal menangani banjir,0.0,"['alhamdulillah', 'gue', 'golput', 'a', 'ikn', 'itu', 'cuma', 'pusat', 'pemerintahan', 'bisnis', 'tetapi', 'di', 'jakarta', 'b', 'jakarta', 'padat', 'bro', 'sekarang', 'saja', 'sudah', 'juta', 'jiwa', 'penurunan', 'permukan', 'daratan', 'lama', 'tengelem', 'tar', 'ujung', 'nya', 'pemerintah', 'gagal', 'menangani', 'banjir']","['alhamdulillah', 'gue', 'golput', 'a', 'ikn', 'cuma', 'pusat', 'pemerintahan', 'bisnis', 'di', 'jakarta', 'b', 'jakarta', 'padat', 'bro', 'sekarang', 'sudah', 'juta', 'jiwa', 'penurunan', 'permukan', 'daratan', 'lama', 'tengelem', 'tar', 'ujung', 'nya', 'pemerintah', 'gagal', 'menangani', 'banjir']",alhamdulillah gue golput a ikn cuma pusat perintah bisnis di jakarta b jakarta padat bro sekarang sudah juta jiwa turun mu darat lama tengelem tar ujung nya perintah gagal tangan banjir,
18,18,Wed Jan 31 10:53:01 +0000 2024,sengaja biar tar dijadin ikn nya kako sampai tidak jadi tinggal dinaiki berita orang terpilih yang gagal ke ikn,0.0,"['sengaja', 'biar', 'tar', 'dijadin', 'ikn', 'nya', 'kako', 'sampai', 'tidak', 'jadi', 'tinggal', 'dinaiki', 'berita', 'orang', 'terpilih', 'yang', 'gagal', 'ke', 'ikn']","['sengaja', 'biar', 'tar', 'dijadin', 'ikn', 'nya', 'kako', 'tidak', 'jadi', 'tinggal', 'dinaiki', 'berita', 'orang', 'terpilih', 'gagal', 'ikn']",sengaja biar tar dijadin ikn nya kako tidak jadi tinggal naik berita orang pilih gagal ikn,
19,19,Thu Apr 25 16:03:25 +0000 2024,bisa terbayang gue ini di indonesia kalau ikn gagal,0.0,"['bisa', 'terbayang', 'gue', 'ini', 'di', 'indonesia', 'kalau', 'ikn', 'gagal']","['terbayang', 'gue', 'di', 'indonesia', 'kalau', 'ikn', 'gagal']",bayang gue di indonesia kalau ikn gagal,
20,20,Tue Apr 23 20:28:43 +0000 2024,orang kalimantan jangan mau tanahnya makin dirusak hutan dibabat belum kemarin fod estate gagal dan ikn orang kalimantan jangan mau dibodohi luhut dan kowi belum lagi nanti tenaga kerja dari cina jika memaksa meminta referendum saja,0.0,"['orang', 'kalimantan', 'jangan', 'mau', 'tanahnya', 'makin', 'dirusak', 'hutan', 'dibabat', 'belum', 'kemarin', 'fod', 'estate', 'gagal', 'dan', 'ikn', 'orang', 'kalimantan', 'jangan', 'mau', 'dibodohi', 'luhut', 'dan', 'kowi', 'belum', 'lagi', 'nanti', 'tenaga', 'kerja', 'dari', 'cina', 'jika', 'memaksa', 'meminta', 'referendum', 'saja']","['orang', 'kalimantan', 'jangan', 'mau', 'tanahnya', 'makin', 'dirusak', 'hutan', 'dibabat', 'kemarin', 'fod', 'estate', 'gagal', 'ikn', 'orang', 'kalimantan', 'jangan', 'mau', 'dibodohi', 'luhut', 'kowi', 'lagi', 'tenaga', 'kerja', 'cina', 'memaksa', 'meminta', 'referendum']",orang kalimantan jangan mau tanah makin rusak hutan babat kemarin fod estate gagal ikn orang kalimantan jangan mau bodoh luhut kowi lagi tenaga kerja cina paksa minta referendum,
21,21,Wed Jul 31 16:51:18 +0000 2024,bacot saja kamu jokowi ikn jelek ikn mangkrak gara gara siapa kalimantan jadi rusak hutan lindungnya gara gara siapa ya kamu mengeluh terus,0.0,"['bacot', 'saja', 'kamu', 'jokowi', 'ikn', 'jelek', 'ikn', 'mangkrak', 'gara', 'gara', 'siapa', 'kalimantan', 'jadi', 'rusak', 'hutan', 'lindungnya', 'gara', 'gara', 'siapa', 'ya', 'kamu', 'mengeluh', 'terus']","['bacot', 'kamu', 'jokowi', 'ikn', 'jelek', 'ikn', 'mangkrak', 'gara', 'gara', 'siapa', 'kalimantan', 'jadi', 'rusak', 'hutan', 'lindungnya', 'gara', 'gara', 'siapa', 'kamu', 'mengeluh', 'terus']",bacot kamu jokowi ikn jelek ikn mangkrak gara gara siapa kalimantan jadi rusak hutan lindung gara gara siapa kamu keluh terus,
22,22,Wed Feb 28 05:28:53 +0000 2024,pemerintahan atau pemimpin yang gagal adalah ketika mereka tidak dapat menjaga stabilitas harga kebutuhan harian bahanbahan pokok mahalnya biaya kesehatan listrik bm dan biaya pendidikan untuk apa proyek hilirisasi ikn dan lain lain kalau rakyat jadi budak hutang riba,0.0,"['pemerintahan', 'atau', 'pemimpin', 'yang', 'gagal', 'adalah', 'ketika', 'mereka', 'tidak', 'dapat', 'menjaga', 'stabilitas', 'harga', 'kebutuhan', 'harian', 'bahanbahan', 'pokok', 'mahalnya', 'biaya', 'kesehatan', 'listrik', 'bm', 'dan', 'biaya', 'pendidikan', 'untuk', 'apa', 'proyek', 'hilirisasi', 'ikn', 'dan', 'lain', 'lain', 'kalau', 'rakyat', 'jadi', 'budak', 'hutang', 'riba']","['pemerintahan', 'pemimpin', 'gagal', 'ketika', 'tidak', 'menjaga', 'stabilitas', 'harga', 'kebutuhan', 'harian', 'bahanbahan', 'pokok', 'mahalnya', 'biaya', 'kesehatan', 'listrik', 'bm', 'biaya', 'pendidikan', 'apa', 'proyek', 'hilirisasi', 'ikn', 'lain', 'kalau', 'rakyat', 'jadi', 'budak', 'hutang', 'riba']",perintah pimpin gagal ketika tidak jaga stabilitas harga butuh hari bahanbahan pokok mahal biaya sehat listrik bm biaya didik apa proyek hilir ikn lain kalau rakyat jadi budak hutang riba,
23,23,Wed Feb 28 11:08:31 +0000 2024,terus maunya bagaimana ikn dihentikan dan jadi bangunan mangkrak terus mau nungu sampai kapan bikin ikn nya,0.0,"['terus', 'maunya', 'bagaimana', 'ikn', 'dihentikan', 'dan', 'jadi', 'bangunan', 'mangkrak', 'terus', 'mau', 'nungu', 'sampai', 'kapan', 'bikin', 'ikn', 'nya']","['terus', 'maunya', 'bagaimana', 'ikn', 'dihentikan', 'jadi', 'bangunan', 'mangkrak', 'terus', 'mau', 'nungu', 'kapan', 'bikin', 'ikn', 'nya']",terus mau bagaimana ikn henti jadi bangun mangkrak terus mau nungu kapan bikin ikn nya,
24,24,Wed Jan 31 10:51:18 +0000 2024,wah kalau mundur ikn dijamin mangkrak,0.0,"['wah', 'kalau', 'mundur', 'ikn', 'dijamin', 'mangkrak']","['wah', 'kalau', 'mundur', 'ikn', 'dijamin', 'mangkrak']",wah kalau mundur ikn jamin mangkrak,
25,25,Tue Feb 27 13:48:04 +0000 2024,ini opini busuk yang tujuanya framing ikn itu jelek ya guys bukit jering itu jauh tidak ada hubungannya sama ikn memang efek kekalahan pemilihan umum itu sakit banget menusuk ke dalam hati,0.0,"['ini', 'opini', 'busuk', 'yang', 'tujuanya', 'framing', 'ikn', 'itu', 'jelek', 'ya', 'guys', 'bukit', 'jering', 'itu', 'jauh', 'tidak', 'ada', 'hubungannya', 'sama', 'ikn', 'memang', 'efek', 'kekalahan', 'pemilihan', 'umum', 'itu', 'sakit', 'banget', 'menusuk', 'ke', 'dalam', 'hati']","['opini', 'busuk', 'tujuanya', 'framing', 'ikn', 'jelek', 'guys', 'bukit', 'jering', 'jauh', 'ada', 'hubungannya', 'sama', 'ikn', 'memang', 'efek', 'kekalahan', 'pemilihan', 'umum', 'sakit', 'banget', 'menusuk', 'dalam', 'hati']",opini busuk tujuanya framing ikn jelek guys bukit jering jauh ada hubung sama ikn memang efek kalah pilih umum sakit banget tusuk dalam hati,
26,26,Tue Feb 27 14:00:14 +0000 2024,cerdas dikitlah kalau kalian dikasih makan siang gratis artinya selama ini pemerintah gagal mensejahterakan rakyat rakyat tidak mampu makan siang tapi bangun ikn hutang menumpuk larinya kemana kemiskinan penganguran meningkat terus masih akan diberi kekuasan jadi apa negeri ini,0.0,"['cerdas', 'dikitlah', 'kalau', 'kalian', 'dikasih', 'makan', 'siang', 'gratis', 'artinya', 'selama', 'ini', 'pemerintah', 'gagal', 'mensejahterakan', 'rakyat', 'rakyat', 'tidak', 'mampu', 'makan', 'siang', 'tapi', 'bangun', 'ikn', 'hutang', 'menumpuk', 'larinya', 'kemana', 'kemiskinan', 'penganguran', 'meningkat', 'terus', 'masih', 'akan', 'diberi', 'kekuasan', 'jadi', 'apa', 'negeri', 'ini']","['cerdas', 'dikitlah', 'kalau', 'kalian', 'dikasih', 'makan', 'siang', 'gratis', 'artinya', 'selama', 'pemerintah', 'gagal', 'mensejahterakan', 'rakyat', 'rakyat', 'mampu', 'makan', 'siang', 'bangun', 'ikn', 'hutang', 'menumpuk', 'larinya', 'kemiskinan', 'penganguran', 'meningkat', 'terus', 'akan', 'diberi', 'kekuasan', 'jadi', 'apa', 'negeri']",cerdas dikit kalau kalian kasih makan siang gratis arti lama perintah gagal sejahtera rakyat rakyat mampu makan siang bangun ikn hutang tumpuk lari miskin penganguran tingkat terus akan beri kuas jadi apa negeri,
27,27,Wed Apr 24 02:25:18 +0000 2024,hutang negara kesatuan republik indonesia rupiah t impor dan harga beras meningkat impor bawang putih meningkat dari ton menjadi ton kenaikan impor sayuran indonesia menjadi juta dulu fod estate gagal sebaiknya diprioritaskan daripada ikn siapa pemilik hutan riquo vadis negara kesatuan republik indonesia,0.0,"['hutang', 'negara', 'kesatuan', 'republik', 'indonesia', 'rupiah', 't', 'impor', 'dan', 'harga', 'beras', 'meningkat', 'impor', 'bawang', 'putih', 'meningkat', 'dari', 'ton', 'menjadi', 'ton', 'kenaikan', 'impor', 'sayuran', 'indonesia', 'menjadi', 'juta', 'dulu', 'fod', 'estate', 'gagal', 'sebaiknya', 'diprioritaskan', 'daripada', 'ikn', 'siapa', 'pemilik', 'hutan', 'riquo', 'vadis', 'negara', 'kesatuan', 'republik', 'indonesia']","['hutang', 'negara', 'kesatuan', 'republik', 'indonesia', 'rupiah', 't', 'impor', 'harga', 'beras', 'meningkat', 'impor', 'bawang', 'putih', 'meningkat', 'ton', 'menjadi', 'ton', 'kenaikan', 'impor', 'sayuran', 'indonesia', 'menjadi', 'juta', 'dulu', 'fod', 'estate', 'gagal', 'sebaiknya', 'diprioritaskan', 'ikn', 'siapa', 'pemilik', 'hutan', 'riquo', 'vadis', 'negara', 'kesatuan', 'republik', 'indonesia']",hutang negara satu republik indonesia rupiah t impor harga beras tingkat impor bawang putih tingkat ton jadi ton naik impor sayur indonesia jadi juta dulu fod estate gagal baik prioritas ikn siapa milik hutan riquo vadis negara satu republik indonesia,
